richiesta_id,cliente_id,fornitore_id,operatore_id,data_apertura,data_chiusura,stato,priorita_richiesta,importo_base,iva_22,importo_totale,tempo_chiusura_giorni,prolungata,nome_operatore,ruolo,categoria_servizio_x,zona_x,seniority,capacita_massima,richieste_attive,saturazione,latitudine,longitudine,zona_y,settore,data_iscrizione,fascia_cliente,nome,categoria_servizio_y,zona
448,324,418,74,13/11/2024,04/12/2024,Chiusa,Media,7667,168674,935374,21,True,Martina Moretti,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,6,0,5,392238,Centro,Real Estate,17/08/2025,Medium,Global Recruitment Services,Risk Management,Centro
449,397,491,75,25/05/2025,15/06/2025,Conclusa,Media,6262,137764,763964,21,True,Simone Barbieri,Account Recruiter,Sales,Nord,Junior,5,2,0,4,464983,Nord,Consulting,18/11/2025,Medium,Talent Partners,IT,Nord
450,328,42,75,11/11/2024,20/11/2024,Completata,Bassa,3912,86064,477264,9,False,Simone Barbieri,Account Recruiter,Sales,Nord,Junior,5,2,0,4,464983,Nord,Insurance,02/09/2025,Medium,HR Consulting Group,Sales,Nord
451,434,152,75,27/08/2025,13/09/2025,Chiusa,Media,6088,133936,742736,17,False,Simone Barbieri,Account Recruiter,Sales,Nord,Junior,5,2,0,4,464983,Nord,IT,01/01/2025,Medium,HR Consulting Group,Compliance,Nord
452,69,435,75,20/08/2024,02/09/2024,Conclusa,Media,6004,132088,732488,13,False,Simone Barbieri,Account Recruiter,Sales,Nord,Junior,5,2,0,4,464983,Nord,Consulting,20/11/2023,Small,Career Advisory,Risk Management,Nord
453,10,545,75,21/11/2025,02/12/2025,Completata,Bassa,3567,78474,435174,11,False,Simone Barbieri,Account Recruiter,Sales,Nord,Junior,5,2,0,4,464983,Nord,IT,31/08/2023,Small,Career Advisory,Sales,Nord
454,506,350,75,15/02/2025,27/02/2025,Chiusa,Media,6406,140932,781532,12,False,Simone Barbieri,Account Recruiter,Sales,Nord,Junior,5,2,0,4,464983,Nord,IT,13/02/2026,Enterprise,NextGen Talent Advisors,IT,Nord
455,120,373,76,11/06/2024,22/06/2024,Conclusa,Media,6577,144694,802394,11,False,Laura Fontana,Recruiter,IT,Centro,Mid,8,5,0,62,403515,Centro,Consulting,06/10/2023,Small,Executive Search Italia,Finance,Centro
456,502,174,76,07/06/2025,23/06/2025,Completata,Alta,13604,299288,1659688,16,False,Laura Fontana,Recruiter,IT,Centro,Mid,8,5,0,62,403515,Centro,Insurance,17/08/2025,Enterprise,Recruiting Solutions,Compliance,Centro
457,509,220,76,14/08/2025,15/09/2025,Chiusa,Alta,14488,318736,1767536,32,True,Laura Fontana,Recruiter,IT,Centro,Mid,8,5,0,62,403515,Centro,Finance,13/03/2026,Enterprise,NextGen Talent Advisors,Sales,Centro
458,465,594,76,08/03/2025,12/03/2025,Conclusa,Bassa,3443,75746,420046,4,False,Laura Fontana,Recruiter,IT,Centro,Mid,8,5,0,62,403515,Centro,Reinsurance,12/09/2025,Enterprise,Recruiting Solutions,Finance,Centro
459,286,24,76,30/05/2024,12/06/2024,Completata,Media,6216,136752,758352,13,False,Laura Fontana,Recruiter,IT,Centro,Mid,8,5,0,62,403515,Centro,Reinsurance,28/03/2024,Medium,Recruiting Solutions,Sales,Centro
460,100,136,76,17/08/2025,31/08/2025,Chiusa,Media,6197,136334,756034,14,False,Laura Fontana,Recruiter,IT,Centro,Mid,8,5,0,62,403515,Centro,Consulting,11/06/2023,Small,Alpha Talent Network,IT,Centro
461,235,33,77,11/04/2024,27/04/2024,Conclusa,Media,6712,147664,818864,16,False,Stefano Rossi,Senior Recruiter,Finance,Sud,Senior,12,1,0,8,40922,Nord,Insurance,18/09/2023,Medium,Executive Search Italia,Risk Management,Nord
462,388,503,77,05/01/2024,06/02/2024,Completata,Alta,14310,31482,174582,32,True,Stefano Rossi,Senior Recruiter,Finance,Sud,Senior,12,1,0,8,40922,Nord,Real Estate,25/09/2025,Medium,Executive Search Italia,Sales,Nord
463,59,382,77,22/08/2025,14/09/2025,Chiusa,Media,6466,142252,788852,23,True,Stefano Rossi,Senior Recruiter,Finance,Sud,Senior,12,1,0,8,40922,Nord,Real Estate,15/08/2024,Small,HR Consulting Group,Risk Management,Nord
464,585,101,77,12/03/2024,08/04/2024,Conclusa,Alta,13607,299354,1660054,27,True,Stefano Rossi,Senior Recruiter,Finance,Sud,Senior,12,1,0,8,40922,Nord,Consulting,29/04/2026,Enterprise,Talent Partners,IT,Nord
465,197,42,77,24/07/2025,31/07/2025,Completata,Bassa,2847,62634,347334,7,False,Stefano Rossi,Senior Recruiter,Finance,Sud,Senior,12,1,0,8,40922,Nord,Insurance,25/12/2023,Small,HR Consulting Group,Sales,Nord
466,118,22,78,10/06/2024,15/07/2024,Chiusa,Alta,14046,309012,1713612,35,True,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,IT,20/07/2024,Small,HR Consulting Group,IT,Nord
467,551,150,78,13/11/2025,25/11/2025,Conclusa,Media,7447,163834,908534,12,False,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,Real Estate,05/12/2025,Enterprise,NextGen Talent Advisors,Risk Management,Nord
468,328,574,78,18/10/2025,08/11/2025,Completata,Media,6595,14509,80459,21,True,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,Insurance,02/09/2025,Medium,Recruiting Solutions,Finance,Nord
469,69,473,78,12/10/2025,07/11/2025,Chiusa,Alta,13570,29854,165554,26,True,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,Consulting,20/11/2023,Small,Executive Search Italia,Sales,Nord
470,490,150,78,02/09/2025,25/09/2025,Conclusa,Alta,13949,306878,1701778,23,True,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,Insurance,04/11/2025,Enterprise,NextGen Talent Advisors,Risk Management,Nord
471,420,207,78,29/12/2024,22/01/2025,Completata,Alta,12715,27973,155123,24,True,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,Insurance,30/09/2025,Medium,People First Consulting,Finance,Nord
472,501,224,78,18/12/2025,10/01/2026,Chiusa,Alta,13305,29271,162321,23,True,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,Finance,25/03/2025,Enterprise,Recruiting Solutions,IT,Nord
473,18,589,78,09/10/2024,01/11/2024,Conclusa,Media,7671,168762,935862,23,True,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,Finance,18/06/2023,Small,Strategic Search Partners,Compliance,Nord
474,438,168,78,01/09/2024,24/09/2024,Completata,Media,6226,136972,759572,23,True,Silvia Russo,HR Consultant,Compliance,Nord,Junior,5,4,0,8,460667,Nord,IT,06/01/2026,Medium,Global Recruitment Services,Finance,Nord
475,274,391,79,25/08/2025,16/09/2025,Chiusa,Alta,14327,315194,1747894,22,True,Gabriele Ferrari,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,7,0,88,434628,Centro,Consulting,20/02/2024,Medium,Talent Partners,IT,Centro
476,152,331,79,27/07/2025,09/08/2025,Conclusa,Media,6236,137192,760792,13,False,Gabriele Ferrari,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,7,0,88,434628,Centro,Consulting,08/12/2024,Small,Talent Partners,IT,Centro
477,112,398,79,23/03/2024,13/04/2024,Completata,Media,7315,16093,89243,21,True,Gabriele Ferrari,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,7,0,88,434628,Centro,IT,10/11/2024,Small,Global Recruitment Services,IT,Centro
478,350,113,79,11/10/2024,07/11/2024,Chiusa,Alta,12623,277706,1540006,27,True,Gabriele Ferrari,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,7,0,88,434628,Centro,Consulting,17/03/2025,Medium,Executive Search Italia,Finance,Centro
479,503,552,79,30/12/2025,12/01/2026,Conclusa,Media,7235,15917,88267,13,False,Gabriele Ferrari,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,7,0,88,434628,Centro,Finance,25/01/2025,Enterprise,HR Consulting Group,Compliance,Centro
480,330,138,79,05/02/2025,28/02/2025,Completata,Alta,13250,29150,161650,23,True,Gabriele Ferrari,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,7,0,88,434628,Centro,IT,20/12/2025,Medium,Global Recruitment Services,Sales,Centro
481,226,124,79,26/12/2025,01/01/2026,Chiusa,Bassa,2357,51854,287554,6,False,Gabriele Ferrari,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,7,0,88,434628,Centro,IT,20/12/2023,Medium,Recruiting Solutions,Sales,Centro
482,490,457,80,16/02/2024,07/03/2024,Conclusa,Media,7048,155056,859856,20,False,Anna Esposito,Account Recruiter,Sales,Sud,Senior,12,3,0,25,389098,Nord,Insurance,04/11/2025,Enterprise,People First Consulting,IT,Nord
483,178,31,80,19/10/2024,,In lavorazione,Alta,12762,280764,1556964,38,True,Anna Esposito,Account Recruiter,Sales,Sud,Senior,12,3,0,25,389098,Nord,IT,16/06/2023,Small,Talent Partners,Risk Management,Nord
484,173,516,80,29/08/2025,01/10/2025,Completata,Alta,13292,292424,1621624,33,True,Anna Esposito,Account Recruiter,Sales,Sud,Senior,12,3,0,25,389098,Nord,Reinsurance,27/07/2024,Small,Alpha Talent Network,IT,Nord
485,412,20,80,13/11/2024,04/12/2024,Chiusa,Media,6008,132176,732976,21,True,Anna Esposito,Account Recruiter,Sales,Sud,Senior,12,3,0,25,389098,Nord,Real Estate,04/12/2025,Medium,NextGen Talent Advisors,Finance,Nord
486,430,503,80,09/02/2024,20/02/2024,Conclusa,Bassa,3482,76604,424804,11,False,Anna Esposito,Account Recruiter,Sales,Sud,Senior,12,3,0,25,389098,Nord,Consulting,17/02/2026,Medium,Executive Search Italia,Sales,Nord
487,187,379,80,13/10/2024,21/10/2024,Completata,Media,6918,152196,843996,8,False,Anna Esposito,Account Recruiter,Sales,Sud,Senior,12,3,0,25,389098,Nord,Real Estate,01/10/2023,Small,Strategic Search Partners,Risk Management,Nord
488,406,570,80,11/02/2024,07/03/2024,Chiusa,Alta,14329,315238,1748138,25,True,Anna Esposito,Account Recruiter,Sales,Sud,Senior,12,3,0,25,389098,Nord,IT,15/02/2026,Medium,NextGen Talent Advisors,IT,Nord
489,465,397,81,14/07/2024,08/08/2024,Conclusa,Media,7787,171314,950014,25,True,Marco Romano,Recruiter,IT,Nord,Junior,5,6,1,454642,919,Centro,Reinsurance,12/09/2025,Enterprise,People First Consulting,Compliance,Centro
490,453,137,81,14/11/2025,21/11/2025,Completata,Bassa,3154,69388,384788,7,False,Marco Romano,Recruiter,IT,Nord,Junior,5,6,1,454642,919,Centro,Consulting,29/04/2026,Enterprise,People First Consulting,Compliance,Centro
491,567,541,81,18/09/2024,23/09/2024,Chiusa,Bassa,3857,84854,470554,5,False,Marco Romano,Recruiter,IT,Nord,Junior,5,6,1,454642,919,Centro,Finance,25/03/2025,Enterprise,Talent Partners,Compliance,Centro
492,198,261,81,26/09/2024,19/10/2024,Conclusa,Media,7530,16566,91866,23,True,Marco Romano,Recruiter,IT,Nord,Junior,5,6,1,454642,919,Centro,Finance,09/11/2023,Small,Talent Partners,Compliance,Centro
493,253,391,81,05/01/2025,20/01/2025,Completata,Media,6937,152614,846314,15,False,Marco Romano,Recruiter,IT,Nord,Junior,5,6,1,454642,919,Centro,Consulting,08/05/2023,Medium,Talent Partners,IT,Centro
494,56,44,82,12/09/2024,23/09/2024,Chiusa,Bassa,2457,54054,299754,11,False,Luca Colombo,Senior Recruiter,Finance,Centro,Mid,8,2,0,25,431107,Sud,Finance,03/05/2023,Small,Recruiting Solutions,Finance,Sud
495,418,53,82,28/06/2024,06/07/2024,Conclusa,Bassa,2655,5841,32391,8,False,Luca Colombo,Senior Recruiter,Finance,Centro,Mid,8,2,0,25,431107,Sud,Insurance,11/11/2025,Medium,Executive Search Italia,Finance,Sud
496,85,458,82,19/02/2025,28/02/2025,Completata,Bassa,3575,7865,43615,9,False,Luca Colombo,Senior Recruiter,Finance,Centro,Mid,8,2,0,25,431107,Sud,Reinsurance,14/04/2024,Small,Global Recruitment Services,IT,Sud
497,243,93,82,16/02/2025,22/02/2025,Chiusa,Bassa,2689,59158,328058,6,False,Luca Colombo,Senior Recruiter,Finance,Centro,Mid,8,2,0,25,431107,Sud,Reinsurance,17/11/2024,Medium,Executive Search Italia,IT,Sud
498,352,133,83,02/11/2025,21/11/2025,Conclusa,Alta,13429,295438,1638338,19,False,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Consulting,11/11/2025,Medium,Executive Search Italia,Finance,Nord
499,57,383,83,28/06/2024,06/07/2024,Completata,Media,7860,17292,95892,8,False,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Finance,06/08/2024,Small,Executive Search Italia,Compliance,Nord
500,290,20,83,07/10/2025,01/11/2025,Chiusa,Media,7277,160094,887794,25,True,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Finance,07/06/2024,Medium,NextGen Talent Advisors,Finance,Nord
501,322,175,83,18/04/2024,10/05/2024,Conclusa,Alta,13577,298694,1656394,22,True,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Reinsurance,25/09/2025,Medium,Career Advisory,Compliance,Nord
502,272,407,83,23/06/2024,26/06/2024,Completata,Bassa,3158,69476,385276,3,False,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Consulting,05/08/2024,Medium,People First Consulting,Sales,Nord
503,256,140,83,07/10/2025,19/11/2025,Chiusa,Alta,12868,283096,1569896,43,True,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Insurance,13/11/2023,Medium,NextGen Talent Advisors,IT,Nord
504,523,567,83,30/03/2024,16/04/2024,Conclusa,Media,7538,165836,919636,17,False,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Finance,29/09/2025,Enterprise,People First Consulting,Finance,Nord
505,529,414,83,08/03/2025,08/04/2025,Completata,Alta,12673,278806,1546106,31,True,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Reinsurance,18/11/2025,Enterprise,Recruiting Solutions,Compliance,Nord
506,445,489,83,15/07/2024,31/07/2024,Chiusa,Media,7252,159544,884744,16,False,Giulia Ricci,HR Consultant,Compliance,Sud,Senior,12,5,0,42,375079,Nord,Consulting,26/12/2025,Medium,Strategic Search Partners,Finance,Nord
507,118,238,84,13/08/2025,02/09/2025,Conclusa,Media,6936,152592,846192,20,False,Francesca Marino,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,1,0,2,444949,Nord,IT,20/07/2024,Small,Global Recruitment Services,Sales,Nord
508,309,561,84,24/09/2024,09/10/2024,Completata,Media,6165,13563,75213,15,False,Francesca Marino,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,1,0,2,444949,Nord,Consulting,03/05/2026,Medium,Talent Partners,Finance,Nord
509,537,533,84,05/12/2024,07/12/2024,Chiusa,Bassa,2657,58454,324154,2,False,Francesca Marino,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,1,0,2,444949,Nord,Real Estate,18/09/2025,Enterprise,Executive Search Italia,Compliance,Nord
510,434,279,84,09/12/2024,15/12/2024,Conclusa,Bassa,3103,68266,378566,6,False,Francesca Marino,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,1,0,2,444949,Nord,IT,01/01/2025,Medium,Strategic Search Partners,Risk Management,Nord
511,291,299,84,08/11/2024,25/11/2024,Completata,Alta,13550,29810,165310,17,False,Francesca Marino,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,1,0,2,444949,Nord,IT,29/04/2024,Medium,Strategic Search Partners,IT,Nord
512,83,306,85,02/10/2025,14/10/2025,Chiusa,Bassa,2012,44264,245464,12,False,Alessandro Greco,Account Recruiter,Sales,Centro,Mid,8,4,0,5,423498,Centro,Finance,16/03/2023,Small,Alpha Talent Network,Risk Management,Centro
513,207,174,85,19/03/2025,31/03/2025,Conclusa,Bassa,3583,78826,437126,12,False,Alessandro Greco,Account Recruiter,Sales,Centro,Mid,8,4,0,5,423498,Centro,Real Estate,13/03/2023,Medium,Recruiting Solutions,Compliance,Centro
514,278,228,85,21/10/2025,10/11/2025,Completata,Alta,14133,310926,1724226,20,False,Alessandro Greco,Account Recruiter,Sales,Centro,Mid,8,4,0,5,423498,Centro,Consulting,21/10/2023,Medium,Global Recruitment Services,Sales,Centro
515,403,398,85,01/04/2024,23/04/2024,Chiusa,Alta,14163,311586,1727886,22,True,Alessandro Greco,Account Recruiter,Sales,Centro,Mid,8,4,0,5,423498,Centro,Finance,13/08/2025,Medium,Global Recruitment Services,IT,Centro
516,527,441,86,30/11/2025,07/12/2025,Conclusa,Bassa,3215,7073,39223,7,False,Sara Bruno,Recruiter,IT,Sud,Senior,12,7,0,58,381938,Sud,Finance,20/03/2026,Enterprise,Talent Partners,Risk Management,Sud
517,576,496,86,27/11/2024,07/12/2024,Completata,Bassa,3881,85382,473482,10,False,Sara Bruno,Recruiter,IT,Sud,Senior,12,7,0,58,381938,Sud,Insurance,13/10/2025,Enterprise,Alpha Talent Network,Sales,Sud
518,338,119,86,10/12/2024,20/12/2024,Chiusa,Media,6900,15180,84180,10,False,Sara Bruno,Recruiter,IT,Sud,Senior,12,7,0,58,381938,Sud,Insurance,14/07/2025,Medium,Strategic Search Partners,Sales,Sud
519,279,578,86,26/11/2024,04/12/2024,Conclusa,Bassa,2533,55726,309026,8,False,Sara Bruno,Recruiter,IT,Sud,Senior,12,7,0,58,381938,Sud,Finance,04/08/2023,Medium,Global Recruitment Services,Finance,Sud
520,542,265,86,26/07/2025,15/08/2025,Completata,Alta,14104,310288,1720688,20,False,Sara Bruno,Recruiter,IT,Sud,Senior,12,7,0,58,381938,Sud,Real Estate,16/06/2026,Enterprise,Career Advisory,Compliance,Sud
521,53,475,87,25/09/2024,12/10/2024,Chiusa,Media,7437,163614,907314,17,False,Davide Gallo,Senior Recruiter,Finance,Nord,Junior,5,3,0,6,444056,Nord,Finance,22/11/2024,Small,Career Advisory,Finance,Nord
522,242,444,87,16/12/2025,25/12/2025,Conclusa,Bassa,2747,60434,335134,9,False,Davide Gallo,Senior Recruiter,Finance,Nord,Junior,5,3,0,6,444056,Nord,Finance,04/12/2024,Medium,Recruiting Solutions,Finance,Nord
523,239,175,87,22/09/2024,11/10/2024,Completata,Media,7847,172634,957334,19,False,Davide Gallo,Senior Recruiter,Finance,Nord,Junior,5,3,0,6,444056,Nord,Insurance,02/01/2023,Medium,Career Advisory,Compliance,Nord
524,189,103,87,05/03/2025,21/03/2025,Chiusa,Media,7907,173954,964654,16,False,Davide Gallo,Senior Recruiter,Finance,Nord,Junior,5,3,0,6,444056,Nord,Real Estate,19/12/2024,Small,Executive Search Italia,Sales,Nord
525,532,113,88,05/06/2025,15/06/2025,Conclusa,Media,6052,133144,738344,10,False,Elena Conti,HR Consultant,Compliance,Centro,Mid,8,6,0,75,381938,Centro,Real Estate,07/06/2026,Enterprise,Executive Search Italia,Finance,Centro
526,355,273,88,06/07/2025,,Assegnata,Alta,12953,284966,1580266,37,True,Elena Conti,HR Consultant,Compliance,Centro,Mid,8,6,0,75,381938,Centro,Consulting,18/11/2025,Medium,Executive Search Italia,IT,Centro
527,111,11,88,06/06/2024,29/06/2024,Completata,Media,7560,16632,92232,23,True,Elena Conti,HR Consultant,Compliance,Centro,Mid,8,6,0,75,381938,Centro,Consulting,03/11/2023,Small,Talent Partners,IT,Centro
528,44,177,88,30/09/2025,,In attesa cliente,Alta,13488,296736,1645536,35,True,Elena Conti,HR Consultant,Compliance,Centro,Mid,8,6,0,75,381938,Centro,Insurance,27/06/2024,Small,People First Consulting,IT,Centro
529,16,333,88,23/02/2025,03/03/2025,Chiusa,Media,6414,141108,782508,8,False,Elena Conti,HR Consultant,Compliance,Centro,Mid,8,6,0,75,381938,Centro,Finance,15/02/2024,Small,Executive Search Italia,Risk Management,Centro
530,121,393,88,08/08/2025,16/08/2025,Conclusa,Media,6937,152614,846314,8,False,Elena Conti,HR Consultant,Compliance,Centro,Mid,8,6,0,75,381938,Centro,IT,16/10/2023,Small,Executive Search Italia,Compliance,Centro
531,41,26,88,10/05/2024,13/05/2024,Completata,Bassa,2445,5379,29829,3,False,Elena Conti,HR Consultant,Compliance,Centro,Mid,8,6,0,75,381938,Centro,IT,21/08/2024,Small,Alpha Talent Network,Risk Management,Centro
532,86,514,88,18/02/2024,26/02/2024,Chiusa,Media,6922,152284,844484,8,False,Elena Conti,HR Consultant,Compliance,Centro,Mid,8,6,0,75,381938,Centro,Real Estate,28/09/2024,Small,Recruiting Solutions,Risk Management,Centro
533,41,336,89,27/10/2024,31/10/2024,Conclusa,Bassa,3398,74756,414556,4,False,Matteo De Luca,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,2,0,17,39296,Centro,IT,21/08/2024,Small,Alpha Talent Network,IT,Centro
534,383,275,89,27/07/2025,07/08/2025,Completata,Media,7351,161722,896822,11,False,Matteo De Luca,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,2,0,17,39296,Centro,IT,26/02/2026,Medium,Career Advisory,Finance,Centro
535,508,546,89,16/10/2025,19/10/2025,Chiusa,Bassa,2669,58718,325618,3,False,Matteo De Luca,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,2,0,17,39296,Centro,Consulting,13/10/2025,Enterprise,Alpha Talent Network,Finance,Centro
536,47,102,89,10/04/2024,22/04/2024,Conclusa,Bassa,3908,85976,476776,12,False,Matteo De Luca,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,2,0,17,39296,Centro,Real Estate,04/06/2024,Small,HR Consulting Group,IT,Centro
537,331,563,90,11/07/2024,22/07/2024,Completata,Bassa,2226,48972,271572,11,False,Valentina Mancini,Account Recruiter,Sales,Nord,Junior,5,5,1,455416,102118,Sud,Insurance,18/11/2025,Medium,Executive Search Italia,IT,Sud
538,193,428,90,08/10/2024,18/10/2024,Chiusa,Bassa,3565,7843,43493,10,False,Valentina Mancini,Account Recruiter,Sales,Nord,Junior,5,5,1,455416,102118,Sud,Insurance,26/04/2024,Small,Global Recruitment Services,IT,Sud
539,320,366,90,27/05/2025,06/06/2025,Conclusa,Media,7482,164604,912804,10,False,Valentina Mancini,Account Recruiter,Sales,Nord,Junior,5,5,1,455416,102118,Sud,IT,29/01/2026,Medium,Alpha Talent Network,Risk Management,Sud
540,381,248,90,08/05/2025,28/05/2025,Completata,Media,7474,164428,911828,20,False,Valentina Mancini,Account Recruiter,Sales,Nord,Junior,5,5,1,455416,102118,Sud,IT,05/06/2025,Medium,Global Recruitment Services,Sales,Sud
541,534,168,91,04/11/2025,,In valutazione,Alta,13721,301862,1673962,40,True,Andrea Costa,Recruiter,IT,Centro,Mid,8,1,0,12,419028,Nord,Real Estate,30/01/2026,Enterprise,Global Recruitment Services,Finance,Nord
542,377,80,91,13/02/2024,08/03/2024,Chiusa,Media,6259,137698,763598,24,True,Andrea Costa,Recruiter,IT,Centro,Mid,8,1,0,12,419028,Nord,Consulting,13/03/2026,Medium,NextGen Talent Advisors,Finance,Nord
543,325,21,91,30/05/2024,11/06/2024,Conclusa,Media,7241,159302,883402,12,False,Andrea Costa,Recruiter,IT,Centro,Mid,8,1,0,12,419028,Nord,Reinsurance,29/09/2025,Medium,Talent Partners,Finance,Nord
544,2,355,91,19/11/2025,22/11/2025,Completata,Bassa,3301,72622,402722,3,False,Andrea Costa,Recruiter,IT,Centro,Mid,8,1,0,12,419028,Nord,IT,29/03/2024,Small,Career Advisory,Risk Management,Nord
545,377,328,91,24/01/2024,11/02/2024,Chiusa,Media,7238,159236,883036,18,False,Andrea Costa,Recruiter,IT,Centro,Mid,8,1,0,12,419028,Nord,Consulting,13/03/2026,Medium,Global Recruitment Services,IT,Nord
546,426,152,92,06/07/2025,21/07/2025,Conclusa,Media,6847,150634,835334,15,False,Chiara Lombardi,Senior Recruiter,Finance,Sud,Senior,12,4,0,33,381157,Nord,Real Estate,13/11/2025,Medium,HR Consulting Group,Compliance,Nord
547,173,259,92,29/12/2024,16/01/2025,Completata,Media,6467,142274,788974,18,False,Chiara Lombardi,Senior Recruiter,Finance,Sud,Senior,12,4,0,33,381157,Nord,Reinsurance,27/07/2024,Small,Strategic Search Partners,Compliance,Nord
548,412,52,92,06/05/2025,18/05/2025,Chiusa,Media,7091,156002,865102,12,False,Chiara Lombardi,Senior Recruiter,Finance,Sud,Senior,12,4,0,33,381157,Nord,Real Estate,04/12/2025,Medium,HR Consulting Group,Finance,Nord
549,291,13,92,08/05/2025,16/05/2025,Conclusa,Bassa,2296,50512,280112,8,False,Chiara Lombardi,Senior Recruiter,Finance,Sud,Senior,12,4,0,33,381157,Nord,IT,29/04/2024,Medium,Executive Search Italia,Compliance,Nord
550,192,515,93,22/10/2024,04/11/2024,Completata,Media,6214,136708,758108,13,False,Federico Moretti,HR Consultant,Compliance,Nord,Junior,5,7,1,454384,109916,Nord,Insurance,09/02/2023,Small,Career Advisory,Compliance,Nord
551,159,301,93,19/08/2025,21/08/2025,Chiusa,Bassa,2114,46508,257908,2,False,Federico Moretti,HR Consultant,Compliance,Nord,Junior,5,7,1,454384,109916,Nord,Consulting,01/06/2023,Small,Talent Partners,IT,Nord
552,438,105,93,03/11/2024,17/11/2024,Conclusa,Media,7467,164274,910974,14,False,Federico Moretti,HR Consultant,Compliance,Nord,Junior,5,7,1,454384,109916,Nord,IT,06/01/2026,Medium,Career Advisory,Risk Management,Nord
553,319,298,93,16/08/2024,05/09/2024,Completata,Media,6883,151426,839726,20,False,Federico Moretti,HR Consultant,Compliance,Nord,Junior,5,7,1,454384,109916,Nord,Real Estate,06/12/2025,Medium,Global Recruitment Services,Risk Management,Nord
554,189,530,93,05/04/2024,23/04/2024,Chiusa,Media,7453,163966,909266,18,False,Federico Moretti,HR Consultant,Compliance,Nord,Junior,5,7,1,454384,109916,Nord,Real Estate,19/12/2024,Small,NextGen Talent Advisors,Sales,Nord
555,237,73,93,05/08/2025,22/08/2025,Conclusa,Media,7137,157014,870714,17,False,Federico Moretti,HR Consultant,Compliance,Nord,Junior,5,7,1,454384,109916,Nord,IT,26/12/2024,Medium,Executive Search Italia,Sales,Nord
556,49,25,94,16/12/2024,03/01/2025,Completata,Media,6345,13959,77409,18,False,Martina Barbieri,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,3,0,38,419000,Centro,Real Estate,10/07/2023,Small,Career Advisory,Risk Management,Centro
557,233,538,94,25/09/2025,10/10/2025,Chiusa,Media,6543,143946,798246,15,False,Martina Barbieri,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,3,0,38,419000,Centro,Reinsurance,13/08/2024,Medium,Global Recruitment Services,Sales,Centro
558,336,482,94,10/06/2025,26/06/2025,Conclusa,Media,6109,134398,745298,16,False,Martina Barbieri,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,3,0,38,419000,Centro,Consulting,30/01/2026,Medium,HR Consulting Group,Finance,Centro
559,433,34,94,20/05/2024,,In lavorazione,Alta,14060,30932,171532,33,True,Martina Barbieri,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,3,0,38,419000,Centro,Reinsurance,30/03/2026,Medium,Recruiting Solutions,IT,Centro
560,386,246,94,19/10/2024,,Assegnata,Alta,14177,311894,1729594,39,True,Martina Barbieri,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,3,0,38,419000,Centro,Insurance,29/01/2026,Medium,Alpha Talent Network,Sales,Centro
